user_id;total_sessions;total_none_trips;total_cancellations;real_trips;real_flights;real_hotels_booked;real_avg_flight_discount;real_avg_hotel_discount;avg_page_clicks;avg_session_duration;real_avg_nights;real_avg_rooms;real_bags_check_rate;has_children;married;age;gender;home_country;home_city;home_airport;month_by_us;real_international_rate;real_avg_money_spent_hotel;real_sum_km_flown;avg_days_after_booking
521060;8;3;0;5;8;5;0.0;0.0;20.5;2.5666666666666664;0.5;1.0;0.5;False;False;41;F;usa;burlington;BTV;34;0.0;49.95;9916.53247274352;3.5
521065;8;3;1;3;6;2;0.0;12.5;12.0;1.5166666666666666;0.0;0.0;0.0;True;True;46;F;usa;new york;LGA;34;0.0;0.0;8474.633233593539;0.0
521066;8;4;0;4;8;4;0.0;0.0;15.5;1.9;0.0;0.5;0.5;False;False;43;F;usa;knoxville;TYS;34;0.0;0.0;8319.966852614094;2.0
521070;9;3;0;6;12;5;0.0;0.0;18.0;2.216666666666667;0.0;1.0;0.0;True;True;52;F;usa;knoxville;TYS;34;0.0;0.0;21431.742760556932;5.5
521109;8;5;0;3;6;2;0.0;0.0;9.5;1.1666666666666665;0.0;0.0;0.0;True;False;31;F;usa;dallas;DAL;34;0.0;0.0;4210.625944645593;0.0
521127;9;4;0;5;6;5;0.0;0.0;19.0;2.35;0.0;1.0;0.0;False;True;43;F;usa;chicago;MDW;34;0.0;0.0;6418.2361559846995;2.5
521152;9;6;0;3;6;3;0.0;0.0;11.0;1.3833333333333333;0.0;0.0;0.0;False;True;46;F;canada;winnipeg;YWG;34;0.0;0.0;6130.247797533889;0.0
521170;8;5;0;3;4;3;0.0;0.0;14.0;1.6833333333333331;0.0;0.0;0.0;False;False;45;M;usa;chicago;MDW;34;0.0;0.0;1794.0336117287457;0.0
521185;8;4;0;4;4;4;0.0;5.0;12.0;1.475;0.0;0.5;0.0;True;True;48;F;usa;los angeles;LAX;34;0.0;0.0;6169.092049987354;0.5
521186;8;5;0;3;6;3;0.0;5.0;14.5;1.8;0.0;0.0;0.0;False;False;55;F;usa;boston;BOS;34;0.0;0.0;10797.774520157149;0.0
521192;8;5;0;3;4;3;17.5;0.0;10.0;1.2416666666666667;0.0;0.0;0.0;False;False;29;F;usa;wichita;ICT;34;0.0;0.0;2853.547432007104;0.0
521201;8;7;0;1;2;1;15.0;0.0;4.0;0.5166666666666667;0.0;0.0;0.0;True;True;59;F;usa;memphis;MEM;34;0.0;0.0;1764.70938037226;0.0
521211;8;7;0;1;0;1;0.0;0.0;9.0;1.1333333333333333;0.0;0.0;0.0;False;False;27;M;usa;bakersfield;BFL;34;0.0;0.0;0.0;0.0
521212;8;3;1;3;6;3;0.0;0.0;16.0;1.95;0.0;0.0;0.0;True;True;43;M;usa;dallas;DAL;34;0.0;0.0;3716.115715380834;0.0
521235;8;3;0;5;10;5;0.0;0.0;20.0;2.4916666666666667;2.0;1.0;0.5;False;False;36;F;usa;seattle;SEA;34;0.0;285.0;14081.14127591694;6.0
521250;8;6;0;2;4;1;5.0;0.0;8.5;1.025;0.0;0.0;0.0;False;False;33;M;usa;sacramento;MHR;34;0.0;0.0;6111.328175036699;0.0
521259;8;6;0;2;4;2;7.5;5.0;12.0;1.5083333333333333;0.0;0.0;0.0;False;False;37;F;usa;knoxville;TYS;34;0.0;0.0;4292.107252429613;0.0
521282;8;6;0;2;4;1;0.0;0.0;17.0;2.1083333333333334;0.0;0.0;0.0;False;False;34;F;usa;columbus;CMH;34;0.0;0.0;4082.525637406093;0.0
521286;8;7;0;1;2;1;0.0;0.0;7.0;0.875;0.0;0.0;0.0;False;False;35;F;canada;hamilton;YHM;34;0.0;0.0;3582.6064088157336;0.0
521293;8;3;0;5;10;5;0.0;0.0;20.5;2.5416666666666665;1.0;1.0;0.0;False;True;36;F;usa;akron;AKR;34;0.0;193.0;5609.1752129419265;5.5
521295;8;6;0;2;4;2;10.0;7.5;10.5;1.225;0.0;0.0;0.0;True;False;42;F;usa;baton rouge;BTR;34;0.0;0.0;3100.4204842468334;0.0
521298;8;5;0;3;6;2;0.0;5.0;16.0;1.95;0.0;0.0;0.0;False;False;39;F;usa;san jose;SJC;34;0.0;0.0;5035.2484388558005;0.0
521309;8;6;0;2;4;2;5.0;5.0;9.5;1.1583333333333332;0.0;0.0;0.0;True;False;52;F;usa;detroit;YIP;34;0.0;0.0;5007.945520586365;0.0
521316;9;6;0;3;4;3;2.5;5.0;17.0;2.1;0.0;0.0;0.0;False;False;45;F;usa;nashville;BNA;34;0.0;0.0;2884.650094155891;0.0
521331;10;7;1;1;1;1;0.0;0.0;6.0;0.75;0.0;0.0;0.0;False;False;65;F;usa;cleveland;CLE;34;0.0;0.0;180.09648312370368;0.0
521335;8;3;1;3;4;3;0.0;0.0;10.0;1.25;0.0;0.0;0.0;False;False;35;F;usa;denver;DEN;34;0.0;0.0;2181.0918020575796;0.0
521343;9;4;0;5;10;3;0.0;0.0;18.0;2.2333333333333334;0.0;0.0;0.0;False;False;38;F;usa;charlotte;CLT;34;0.0;0.0;3677.1671183331264;3.0
521379;8;6;0;2;4;2;0.0;0.0;6.0;0.7333333333333334;0.0;0.0;0.0;False;True;58;F;usa;new york;JFK;34;0.0;0.0;7458.9724903982005;0.0
521392;8;6;0;2;2;2;0.0;0.0;9.5;1.1833333333333333;0.0;0.0;0.0;False;True;42;F;usa;chicago;MDW;34;0.0;0.0;1659.0490878047615;0.0
521404;8;3;0;5;8;5;0.0;0.0;18.5;2.3083333333333336;0.5;1.0;0.0;False;False;46;F;usa;detroit;DTW;34;0.0;20.0;6613.374682248172;3.5
521408;8;6;0;2;4;2;12.5;0.0;15.0;1.8333333333333333;0.0;0.0;0.0;False;True;57;F;usa;san diego;NZY;34;0.0;0.0;7289.923971009632;0.0
521416;8;5;0;3;6;3;0.0;0.0;11.0;1.375;0.0;0.0;0.0;False;True;48;F;usa;new york;JFK;34;0.0;0.0;3103.7373899574236;0.0
521434;8;4;0;4;8;3;0.0;0.0;16.0;2.0166666666666666;0.0;0.0;0.5;False;True;50;F;usa;los angeles;LAX;34;0.0;0.0;12030.128270958197;1.25
521462;8;5;0;3;6;2;0.0;0.0;21.5;2.675;0.0;0.0;0.0;True;True;60;F;usa;indianapolis;IND;34;0.0;0.0;5047.4662336796255;0.0
521474;8;7;0;1;2;1;0.0;0.0;7.0;0.8916666666666666;0.0;0.0;0.0;False;False;19;F;usa;san francisco;SFO;34;0.0;0.0;4151.7735389098425;0.0
521491;8;2;1;4;6;3;0.0;0.0;24.0;2.95;0.0;0.0;0.0;False;False;36;F;usa;philadelphia;PNE;34;0.0;0.0;5175.06709339364;0.0
521509;8;4;0;4;8;4;0.0;0.0;20.5;2.5583333333333336;0.5;0.5;0.0;False;True;56;F;usa;new york;LGA;34;0.0;45.5;6016.285729644576;3.0
521510;8;5;0;3;4;3;0.0;0.0;8.0;1.0166666666666666;0.0;0.0;0.0;False;True;51;F;usa;chicago;MDW;34;0.0;0.0;2604.459122093313;0.0
521514;8;6;0;2;4;2;5.0;10.0;5.5;0.7083333333333333;0.0;0.0;0.0;True;False;31;F;usa;nashville;BNA;34;0.0;0.0;1609.1163607848607;0.0
521587;8;4;0;4;7;4;0.0;0.0;17.5;2.1;0.5;0.5;0.0;False;False;34;F;usa;new york;LGA;34;0.0;36.0;7267.324361221059;2.0
521607;8;5;0;3;6;3;10.0;0.0;16.0;1.9666666666666668;0.0;0.0;0.0;False;False;43;F;usa;bakersfield;BFL;34;0.0;0.0;7747.543690620231;0.0
521609;8;6;0;2;4;2;0.0;0.0;11.5;1.425;0.0;0.0;0.0;True;True;53;M;canada;toronto;YYZ;34;0.0;0.0;897.2364881938072;0.0
521642;9;7;0;2;0;2;0.0;2.5;11.0;1.4166666666666667;0.0;0.0;0.0;False;True;60;F;usa;lubbock;LBB;34;0.0;0.0;0.0;0.0
521657;8;5;0;3;4;3;0.0;0.0;12.0;1.525;0.0;0.0;0.0;False;False;29;F;canada;montreal;YUL;34;0.0;0.0;7345.121789882347;0.0
521658;9;4;0;5;8;5;0.0;0.0;18.0;2.1666666666666665;1.0;1.0;0.0;False;True;51;F;usa;new york;LGA;34;0.0;90.0;9202.0500931282;2.5
521695;9;5;0;4;4;4;0.0;0.0;10.0;1.2333333333333334;0.0;0.0;0.0;False;True;40;M;canada;halifax;YAW;34;0.0;0.0;6711.589430719478;0.0
521708;8;4;0;4;8;3;0.0;0.0;19.5;2.4333333333333336;0.0;0.0;0.0;False;True;49;F;usa;nashville;BNA;34;0.0;0.0;6130.872897258233;0.5
521719;8;7;0;1;2;1;0.0;0.0;15.0;1.875;0.0;0.0;0.0;False;False;22;F;usa;new york;JFK;34;0.0;0.0;1229.7711374054752;0.0
521720;8;4;0;4;8;4;0.0;0.0;19.0;2.4;0.0;0.5;0.0;False;False;46;M;usa;indianapolis;IND;34;0.0;0.0;7735.264118824204;3.0
521743;8;1;0;7;14;6;0.0;0.0;22.0;2.7416666666666667;1.0;1.0;0.0;False;False;40;F;canada;calgary;YYC;34;100.0;226.0;15251.815651977056;6.5
521748;9;6;0;3;4;3;0.0;0.0;12.0;1.4833333333333334;0.0;0.0;0.0;False;False;41;M;usa;philadelphia;PNE;34;0.0;0.0;1171.6182169149865;0.0
521768;8;5;0;3;6;2;0.0;0.0;7.5;0.9416666666666667;0.0;0.0;0.0;False;False;49;F;usa;omaha;OFF;34;0.0;0.0;4452.881876473644;0.0
521785;9;7;0;2;2;2;0.0;0.0;16.0;2.0166666666666666;0.0;0.0;0.0;False;False;25;F;usa;los angeles;LAX;34;0.0;0.0;1741.021946976592;0.0
521814;8;2;0;6;12;5;0.0;0.0;20.5;2.5166666666666666;0.5;1.0;0.0;True;True;44;F;canada;toronto;YKZ;34;100.0;61.5;10666.699919311888;6.0
521818;8;5;1;1;2;1;0.0;10.0;12.0;1.4833333333333334;0.0;0.0;0.0;False;False;19;F;usa;boston;BOS;34;0.0;0.0;594.0564511651122;0.0
521859;8;3;0;5;9;5;0.0;0.0;20.5;2.5250000000000004;1.5;1.0;0.0;False;False;42;M;usa;new york;LGA;34;50.0;82.0;9540.962147767925;6.25
521865;9;5;0;4;7;4;0.0;0.0;26.0;3.216666666666667;0.0;0.0;0.0;True;True;46;F;usa;richmond;RIC;34;0.0;0.0;6064.018443153912;0.0
521883;9;6;0;3;6;1;0.0;0.0;9.0;1.0833333333333333;0.0;0.0;0.0;False;False;34;F;usa;tulsa;TUL;34;0.0;0.0;6025.279024896263;0.0
521884;8;6;0;2;4;2;5.0;0.0;9.5;1.1916666666666667;0.0;0.0;0.0;True;False;53;F;usa;jacksonville;LRF;34;0.0;0.0;3312.6715666789514;0.0
521885;8;6;0;2;4;2;0.0;0.0;13.5;1.6666666666666665;0.0;0.0;0.0;True;True;46;M;usa;houston;HOU;34;0.0;0.0;3805.993903639637;0.0
521904;9;8;0;1;2;1;0.0;0.0;15.0;1.8;0.0;0.0;0.0;True;False;35;F;usa;bakersfield;BFL;34;0.0;0.0;1238.2431846775373;0.0
521921;8;7;0;1;2;1;0.0;0.0;11.0;1.3833333333333333;0.0;0.0;0.0;True;True;50;F;usa;san antonio;SAT;34;0.0;0.0;2550.849288527502;0.0
521925;8;3;0;5;6;5;0.0;0.0;15.0;1.825;2.5;1.0;0.0;False;False;43;F;canada;edmonton;YED;34;0.0;484.0;7714.396132921096;2.75
521941;8;5;0;3;4;3;0.0;0.0;8.5;1.0333333333333332;0.0;0.0;0.0;True;True;30;F;usa;new orleans;MSY;34;0.0;0.0;4769.193450838136;0.0
521943;8;5;0;3;6;3;0.0;0.0;5.5;0.7083333333333333;0.0;0.0;0.0;False;True;54;F;usa;philadelphia;PNE;34;0.0;0.0;8778.984864965067;0.0
521956;8;4;0;4;8;4;0.0;0.0;19.5;2.4;0.0;0.5;0.0;False;False;29;F;canada;toronto;YTZ;34;50.0;0.0;7003.621577915566;2.5
521963;8;6;0;2;2;2;15.0;0.0;8.0;0.9750000000000001;0.0;0.0;0.0;False;True;26;M;canada;toronto;YZD;34;0.0;0.0;581.570194709863;0.0
521986;10;8;0;2;2;2;0.0;0.0;9.5;1.2000000000000002;0.0;0.0;0.0;True;True;53;M;usa;omaha;OMA;34;0.0;0.0;1853.1399280338258;0.0
521992;9;5;0;4;8;4;0.0;5.0;17.0;2.066666666666667;0.0;0.0;0.0;True;True;35;F;usa;los angeles;LAX;34;0.0;0.0;12846.097848046598;0.0
521997;8;4;0;4;4;4;0.0;0.0;13.0;1.65;0.0;0.5;0.0;False;True;33;F;usa;new york;JFK;34;0.0;0.0;5192.060641680828;0.75
522005;8;3;0;5;6;5;0.0;0.0;14.0;1.7666666666666666;2.5;1.0;0.0;True;False;48;F;usa;nashville;BNA;34;0.0;360.0;5271.105762320425;2.0
522062;8;4;0;4;8;3;0.0;0.0;19.0;2.333333333333333;0.0;0.0;0.0;False;True;52;F;canada;edmonton;YEG;34;0.0;0.0;11135.332428518243;0.5
522086;11;9;0;2;4;2;12.5;0.0;12.0;1.5166666666666666;0.0;0.0;0.0;True;True;41;F;usa;corpus christi;CRP;34;0.0;0.0;4380.970716181082;0.0
522111;8;3;1;3;3;2;0.0;0.0;19.0;2.4;0.0;0.0;0.0;True;False;24;F;usa;philadelphia;PHL;34;0.0;0.0;6188.457737467077;0.0
522112;8;6;0;2;4;2;0.0;0.0;10.0;1.2416666666666667;0.0;0.0;0.0;True;True;45;F;canada;toronto;YKZ;34;0.0;0.0;4075.5296670082957;0.0
522115;8;3;1;3;5;3;0.0;0.0;18.0;2.283333333333333;0.0;0.0;0.0;True;False;41;M;usa;chicago;MDW;34;0.0;0.0;3416.133659792018;0.0
522118;8;5;0;3;6;2;0.0;0.0;9.0;1.1166666666666667;0.0;0.0;0.0;False;True;52;F;usa;des moines;DSM;34;0.0;0.0;3829.684627321367;0.0
522152;8;5;1;1;2;1;0.0;0.0;10.0;1.2333333333333334;0.0;0.0;0.0;True;False;33;F;usa;dallas;DAL;34;0.0;0.0;2001.2164074904842;0.0
522171;8;4;0;4;6;3;0.0;0.0;18.5;2.2583333333333333;0.0;0.0;0.0;False;False;39;F;usa;louisville;LOU;34;0.0;0.0;1562.0942054518166;0.0
522179;8;5;0;3;6;2;0.0;0.0;10.5;1.35;0.0;0.0;0.0;True;True;43;M;usa;dallas;DAL;34;0.0;0.0;3889.323547891807;0.0
522201;8;7;0;1;0;1;0.0;0.0;7.0;0.8833333333333333;0.0;0.0;0.0;False;True;48;F;usa;minneapolis;MSP;34;0.0;0.0;0.0;0.0
522223;8;4;0;4;8;4;0.0;0.0;11.5;1.4749999999999999;1.5;0.5;0.0;True;True;52;F;usa;nashville;BNA;34;0.0;244.5;7873.643928633217;2.5
522233;8;2;1;4;6;4;0.0;0.0;23.0;2.8;2.0;1.0;0.0;False;False;42;M;usa;norfolk;NGU;34;0.0;279.0;5618.085007039068;2.5
522237;9;5;0;4;3;4;0.0;0.0;15.0;1.9166666666666667;0.0;0.0;0.0;False;False;31;F;usa;louisville;LOU;34;0.0;0.0;3011.4945044177766;0.0
522263;8;6;0;2;4;2;7.5;5.0;7.5;0.9833333333333334;0.0;0.0;0.0;False;False;33;F;usa;oklahoma city;TIK;34;0.0;0.0;4341.7908175128505;0.0
522265;8;4;0;4;6;4;0.0;2.5;19.0;2.3;0.5;0.5;0.0;True;False;43;F;usa;bakersfield;BFL;34;0.0;54.5;7242.133950816624;1.25
522276;8;6;0;2;4;2;0.0;0.0;5.0;0.65;0.0;0.0;0.0;False;False;48;F;usa;anchorage;EDF;34;0.0;0.0;9263.638843022145;0.0
522286;8;5;0;3;6;2;0.0;0.0;11.0;1.4166666666666665;0.0;0.0;0.0;False;False;47;F;canada;edmonton;YXD;34;0.0;0.0;7761.53818822974;0.0
522315;8;6;0;2;4;2;0.0;0.0;17.5;2.2083333333333335;0.0;0.0;0.0;False;False;36;F;usa;baltimore;BWI;34;0.0;0.0;1397.3609488561517;0.0
522323;8;3;0;5;8;3;0.0;0.0;11.5;1.4166666666666665;0.0;0.0;0.0;False;False;49;F;usa;little rock;LIT;34;0.0;0.0;2717.3346236713023;1.5
522364;8;5;0;3;6;3;0.0;0.0;12.5;1.5833333333333333;0.0;0.0;0.0;False;False;35;F;usa;memphis;MEM;34;0.0;0.0;4300.388355395087;0.0
522373;8;6;0;2;4;2;0.0;0.0;15.0;1.85;0.0;0.0;0.0;True;False;39;F;usa;new york;LGA;34;0.0;0.0;5696.205941943772;0.0
522375;8;5;0;3;6;2;0.0;10.0;9.0;1.15;0.0;0.0;0.0;False;False;52;F;usa;kansas city;MCI;34;0.0;0.0;4186.809003337142;0.0
522387;8;7;0;1;0;1;0.0;0.0;6.5;0.8416666666666668;0.0;0.0;0.0;False;False;24;F;usa;louisville;LOU;34;0.0;0.0;0.0;0.0
522402;8;5;0;3;6;2;0.0;0.0;12.0;1.4916666666666667;0.0;0.0;0.0;False;False;46;M;usa;san antonio;RND;34;0.0;0.0;2714.382282284647;0.0
522426;8;4;0;4;8;4;0.0;0.0;21.0;2.6;0.0;0.5;0.0;True;False;45;M;canada;toronto;YYZ;34;0.0;0.0;2136.6561273222646;2.5
522427;8;5;0;3;4;3;7.5;0.0;14.0;1.75;0.0;0.0;0.0;False;False;26;M;usa;san antonio;SAT;34;0.0;0.0;5101.698577055004;0.0
522438;8;3;0;5;10;5;0.0;0.0;26.5;3.2583333333333333;0.5;1.0;0.0;True;True;56;M;canada;vancouver;YVR;34;100.0;94.35;12640.96049197146;4.0
522441;8;5;0;3;6;3;0.0;0.0;18.0;2.2583333333333333;0.0;0.0;0.0;False;True;36;M;usa;new york;LGA;34;0.0;0.0;4704.225474597917;0.0
522445;9;7;0;2;2;2;0.0;0.0;14.0;1.7333333333333334;0.0;0.0;0.0;False;True;48;F;usa;stockton;SCK;34;0.0;0.0;3095.35512974881;0.0
522457;8;2;0;6;12;5;0.0;0.0;20.0;2.4416666666666664;1.5;1.0;0.0;True;False;38;F;usa;san diego;NZY;34;0.0;170.0;16852.1272572783;7.5
522465;8;4;0;4;6;3;0.0;0.0;10.5;1.3166666666666667;0.0;0.0;0.0;False;True;66;M;usa;new york;LGA;34;0.0;0.0;9086.124074702462;0.0
522476;8;3;0;5;10;4;0.0;0.0;13.5;1.6833333333333333;0.5;0.5;0.0;False;True;49;F;usa;austin;AUS;34;0.0;45.0;7640.0888049315645;5.75
522484;10;4;0;6;12;4;0.0;0.0;19.0;2.3583333333333334;0.0;0.0;0.0;False;True;52;F;usa;washington;DCA;34;0.0;0.0;12127.436424223153;2.5
522513;8;4;0;4;4;4;0.0;0.0;17.0;2.0833333333333335;2.0;0.5;0.0;False;False;42;F;canada;winnipeg;YWG;34;0.0;189.0;3683.8392103853985;0.75
522523;8;7;0;1;2;1;0.0;0.0;12.5;1.5499999999999998;0.0;0.0;0.0;True;False;34;F;usa;fayetteville;POB;34;0.0;0.0;1057.0216443433228;0.0
522532;8;3;0;5;6;5;0.0;0.0;17.5;2.175;1.5;1.0;0.0;False;False;39;F;usa;los angeles;LAX;34;0.0;119.0;4252.5755379128805;2.0
522533;8;5;0;3;6;3;0.0;0.0;15.0;1.875;0.0;0.0;0.0;False;False;20;F;usa;jacksonville;NCA;34;0.0;0.0;17749.01997914814;0.0
522585;8;6;0;2;4;2;10.0;7.5;11.5;1.4;0.0;0.0;0.0;True;True;42;M;canada;edmonton;YED;34;0.0;0.0;6552.872131213608;0.0
522607;8;5;0;3;4;3;5.0;0.0;8.5;1.05;0.0;0.0;0.0;False;True;46;F;usa;miami;MIA;34;0.0;0.0;3637.2225101721915;0.0
522624;8;7;0;1;0;1;0.0;5.0;11.0;1.3666666666666667;0.0;0.0;0.0;False;False;30;F;usa;bakersfield;BFL;34;0.0;0.0;0.0;0.0
522631;8;7;0;1;2;1;0.0;0.0;8.5;1.0666666666666667;0.0;0.0;0.0;False;False;32;F;usa;santa ana;SNA;34;0.0;0.0;3488.3079621946727;0.0
522633;8;5;0;3;6;3;0.0;0.0;17.5;2.1333333333333333;0.0;0.0;0.0;False;False;40;F;usa;new york;LGA;34;0.0;0.0;5052.87825362587;0.0
522634;8;4;0;4;6;3;0.0;0.0;15.0;1.8083333333333333;0.0;0.0;0.0;False;False;35;F;usa;fresno;FAT;34;0.0;0.0;6428.042804786736;0.0
522639;8;6;0;2;3;2;10.0;0.0;17.5;2.175;0.0;0.0;0.0;False;False;37;F;usa;chicago;MDW;34;0.0;0.0;3986.015139456106;0.0
522654;8;5;0;3;4;3;7.5;0.0;21.5;2.7;0.0;0.0;0.0;True;False;43;F;usa;new york;LGA;34;0.0;0.0;4668.382177564172;0.0
522687;10;6;0;4;6;3;0.0;0.0;12.5;1.575;0.0;0.0;0.0;True;True;46;F;usa;new york;LGA;34;0.0;0.0;3761.2104440836547;0.0
522738;8;6;0;2;4;2;5.0;7.5;13.5;1.675;0.0;0.0;0.0;False;False;42;F;usa;chicago;UGN;34;0.0;0.0;10043.19325956238;0.0
522745;8;5;0;3;4;3;0.0;0.0;12.5;1.5166666666666666;0.0;0.0;0.0;False;False;50;F;usa;new york;LGA;34;0.0;0.0;4042.8958328930294;0.0
522748;9;4;0;5;8;3;0.0;5.0;11.0;1.4;0.0;0.0;0.0;False;True;45;F;usa;las vegas;LSV;34;0.0;0.0;12375.055121300937;0.0
522761;8;4;1;2;4;2;0.0;0.0;20.0;2.5;0.0;0.0;0.0;False;False;42;M;usa;houston;HOU;34;0.0;0.0;3711.5571386735046;0.0
522788;8;6;0;2;0;2;0.0;2.5;9.0;1.1416666666666666;0.0;0.0;0.0;False;True;50;F;usa;lincoln;LNK;34;0.0;0.0;0.0;0.0
522800;8;3;0;5;8;4;0.0;0.0;17.0;2.1083333333333334;0.5;0.5;0.0;False;False;30;F;usa;new york;LGA;34;0.0;102.0;9437.517459527498;2.75
522809;8;7;0;1;2;1;0.0;0.0;16.5;2.0416666666666665;0.0;0.0;0.0;True;True;55;F;canada;victoria;YYJ;34;0.0;0.0;3196.0141646968655;0.0
522873;8;7;0;1;2;0;0.0;0.0;5.0;0.6333333333333333;0.0;0.0;0.0;True;False;35;F;canada;victoria;YYJ;34;0.0;0.0;3953.9097044366417;0.0
522898;8;6;0;2;4;2;0.0;0.0;12.0;1.4666666666666666;0.0;0.0;0.0;True;False;43;F;usa;honolulu;HNL;34;0.0;0.0;16014.547549395242;0.0
522927;8;7;0;1;2;1;0.0;0.0;7.5;0.9583333333333333;0.0;0.0;0.0;False;False;37;F;usa;new york;LGA;34;0.0;0.0;3965.398670852146;0.0
522937;8;1;0;7;13;5;0.0;0.0;22.0;2.783333333333333;1.0;1.0;1.0;False;False;47;F;usa;phoenix;LUF;34;0.0;39.0;15534.699326195494;8.25
522939;8;6;0;2;4;2;0.0;0.0;16.0;2.0;0.0;0.0;0.0;True;False;45;F;usa;cleveland;CLE;34;0.0;0.0;2334.4296281742663;0.0
522943;9;8;0;1;0;1;0.0;0.0;18.0;2.283333333333333;0.0;0.0;0.0;False;True;77;F;usa;los angeles;LAX;34;0.0;0.0;0.0;0.0
522944;8;6;0;2;4;2;10.0;0.0;6.0;0.7666666666666666;0.0;0.0;0.0;False;True;57;F;usa;new york;JFK;34;0.0;0.0;7251.3216129687335;0.0
522970;8;2;0;6;11;5;0.0;0.0;18.5;2.3333333333333335;2.0;1.0;0.0;False;False;45;F;usa;atlanta;ATL;34;0.0;417.0;14824.571360789614;5.0
522981;8;3;0;5;9;4;0.0;0.0;18.0;2.2916666666666665;0.5;0.5;0.0;False;False;39;F;usa;atlanta;ATL;34;0.0;39.0;7076.244233748297;2.75
522999;9;6;0;3;4;3;0.0;0.0;8.0;1.0333333333333334;0.0;0.0;0.0;False;True;37;F;usa;montgomery;MXF;34;0.0;0.0;3769.742331592821;0.0
523030;8;6;0;2;4;2;10.0;12.5;7.5;0.9583333333333333;0.0;0.0;0.0;False;False;36;F;usa;birmingham;BHM;34;0.0;0.0;2289.5199522311236;0.0
523073;8;6;0;2;2;2;0.0;0.0;12.5;1.5499999999999998;0.0;0.0;0.0;True;True;37;F;usa;orlando;MCO;34;0.0;0.0;1521.7320722942436;0.0
523077;8;4;0;4;2;4;0.0;0.0;16.5;2.0583333333333336;2.0;0.5;0.0;False;False;33;F;usa;corpus christi;CRP;34;0.0;166.0;3071.565909991088;1.0
523090;8;6;0;2;4;2;10.0;0.0;6.0;0.7666666666666666;0.0;0.0;0.0;True;False;37;F;usa;tucson;TUS;34;0.0;0.0;5306.09236407532;0.0
523098;8;5;0;3;6;2;5.0;0.0;17.5;2.216666666666667;0.0;0.0;0.0;False;False;42;M;usa;miami;MIA;34;0.0;0.0;5056.114004227723;0.0
523146;8;4;0;4;8;4;0.0;0.0;17.0;2.1416666666666666;1.0;0.5;0.0;True;False;50;F;usa;new york;LGA;34;0.0;140.0;6477.449949916826;2.25
523158;8;5;0;3;6;2;0.0;0.0;21.5;2.6916666666666664;0.0;0.0;0.0;True;True;43;F;usa;san francisco;SFO;34;0.0;0.0;5630.164203497383;0.0
523209;8;4;0;4;7;4;0.0;0.0;16.5;2.0666666666666664;0.5;0.5;0.0;True;False;51;F;usa;lincoln;LNK;34;0.0;142.5;7057.854505266045;2.0
523228;8;4;0;4;6;4;0.0;0.0;14.5;1.7916666666666667;0.5;0.5;0.0;False;True;34;F;canada;montreal;YMX;34;0.0;128.0;8195.210336048001;0.75
523231;8;4;0;4;8;4;0.0;0.0;20.5;2.525;0.5;0.5;0.0;False;False;44;F;usa;los angeles;LAX;34;0.0;73.0;10133.465404106753;3.5
523256;8;5;0;3;4;3;0.0;0.0;20.0;2.475;0.0;0.0;0.0;False;False;39;F;usa;indianapolis;IND;34;0.0;0.0;3980.199152548766;0.0
523271;8;5;0;3;6;3;0.0;0.0;13.5;1.6416666666666666;0.0;0.0;0.0;False;True;40;F;usa;los angeles;LAX;34;0.0;0.0;9831.770289547374;0.0
523273;8;6;0;2;2;2;0.0;0.0;13.0;1.6166666666666667;0.0;0.0;0.0;False;True;53;F;canada;ottawa;YOW;34;0.0;0.0;2642.215308382925;0.0
523290;8;5;0;3;4;3;0.0;0.0;17.5;2.1333333333333333;0.0;0.0;0.0;False;False;36;F;usa;rochester;ROC;34;0.0;0.0;901.4650612803496;0.0
523301;8;5;0;3;6;3;0.0;0.0;15.0;1.8666666666666667;0.0;0.0;0.0;True;False;40;F;usa;phoenix;LUF;34;0.0;0.0;8778.744450766666;0.0
523335;8;5;0;3;6;2;0.0;2.5;14.5;1.8166666666666667;0.0;0.0;0.0;False;False;31;F;usa;houston;IAH;34;0.0;0.0;3603.3897478515155;0.0
523338;9;5;0;4;8;4;0.0;0.0;21.0;2.566666666666667;0.0;0.0;0.0;True;True;40;F;usa;new york;LGA;34;0.0;0.0;3279.377203591661;0.0
523392;10;7;0;3;6;2;0.0;0.0;11.5;1.4416666666666669;0.0;0.0;0.0;False;False;41;F;usa;houston;IAH;34;0.0;0.0;5058.640040314275;0.0
523395;8;5;0;3;6;3;0.0;0.0;16.0;1.9333333333333331;0.0;0.0;0.0;False;False;34;F;usa;tucson;DMA;34;0.0;0.0;7067.614727744631;0.0
523442;8;4;0;4;6;4;0.0;0.0;13.5;1.7166666666666668;1.5;0.5;0.0;True;True;56;F;usa;milwaukee;MKE;34;0.0;168.0;3575.223433492948;1.25
523454;8;5;0;3;6;3;0.0;0.0;14.5;1.7833333333333332;0.0;0.0;0.0;False;False;59;F;usa;cleveland;CLE;34;0.0;0.0;5342.039964146023;0.0
523465;8;5;0;3;6;2;0.0;0.0;10.5;1.3166666666666667;0.0;0.0;0.0;False;True;52;F;canada;montreal;YUL;34;0.0;0.0;1800.4150499798143;0.0
523474;9;5;0;4;8;4;0.0;0.0;17.0;2.1166666666666667;0.0;0.0;0.0;False;False;42;F;usa;houston;IAH;34;0.0;0.0;6181.02556068217;0.0
